phone_number,place_id,email,business_name,full_address,street,cid,image,municipality,plus_code,social_media_links,opening_hours,google_map_url,latitude,longitude,reviews_url,average_rating,review_count,website,categories,phones
0803 507 3909,ChIJ_aPKc6-NOxARN8x_g2Bp5Cs,,"GOFKAZ DANPALON ROOFERS: SPECIALIZED ON DANPALON POLY-CARBONATE ROOFING SHADE, CARPORT SHADE, SUSPENDED CEILING, ALUCOBOUND.","Block 14 Adeyemi St, oshodi 102214, Lagos, Nigeria","Block 14 Adeyemi Street, Lagos",3162768701564898359,https://lh3.googleusercontent.com/places/ANJU3DsLPfL5LY9QF_SyAlMEpub-u2MgfNut8u6-YtyXjC-ksM7iXHDFueRwaW9LDgmwOYebASsKtyiFPyvInWt4-a9GD5PGgeJz47w=s1600-w400,"Lagos, LA 102214",6FR5H86R+C5,Facebook:  https://www.facebook.com/brand/   Twitter:  https://www.Twitter.com/whatsapp/    Instagram:  https://www.Instagram.com/whatsapp/ YouTube_Channel:  https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw/  ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=3162768701564898359,6.561060599999999,3.3404077,https://search.google.com/local/reviews?placeid=ChIJ_aPKc6-NOxARN8x_g2Bp5Cs&q=GOFKAZ+DANPALON+ROOFERS%3A+SPECIALIZED+ON+DANPALON+POLY-CARBONATE+ROOFING+SHADE%2C+CARPORT+SHADE%2C+SUSPENDED+CEILING%2C+ALUCOBOUND.%2C+Block+14+Adeyemi+St%2C+oshodi+102214%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,5,1,https://wa.me/message/EMMFJKLCGQFIF1,"roofing_contractor, store, point_of_interest, establishment",+234 803 507 3909
0706 688 9714,ChIJ0ai0qw75OxARyXYhqlDc-9g,,Valcore Roofy Homes,"Lekki - Epe Expy, Aja 106104, Lagos, Nigeria","Lekki - Epe Expressway, Lagos",15635332770356623049,https://lh3.googleusercontent.com/places/ANJU3DujT0B860O1ufAOHXH6dkD0__BlTKN1f3bIF_0Ct81_6ymfFz9S4rusQB1WC7Tl6aW-45-FHE-3W-kWdC3an_LF7X31nYIz6so=s1600-w400,"Lagos, LA 106104",6FR5FH87+G3,Not Available,"Monday: [8:00 AM – 5:00 PM], Tuesday: [8:00 AM – 5:00 PM], Wednesday: [8:00 AM – 5:00 PM], Thursday: [8:00 AM – 5:00 PM], Friday: [8:00 AM – 5:00 PM], Saturday: [8:00 AM – 5:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=15635332770356623049,6.4662882,3.5627027,https://search.google.com/local/reviews?placeid=ChIJ0ai0qw75OxARyXYhqlDc-9g&q=Valcore+Roofy+Homes%2C+Lekki+-+Epe+Expy%2C+Aja+106104%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.3,3,,"roofing_contractor, point_of_interest, establishment",+234 706 688 9714
0816 828 6632,ChIJmfTl7XGROxARpUu0m8hX34k,,Authentic Roofing Company,"1 Ogunsolu Street, Abeokuta Express Way, Cement Bus-Stop, Ikeja, Lagos Ikeja, Idi Mangoro 100001, Lagos, Nigeria","1 Ogunsolu Street, Abeokuta Express Way, Cement Bus-Stop, Ikeja, Lagos Ikeja, Lagos",9934755822119963557,https://lh3.googleusercontent.com/places/ANJU3DuCrie-3NMsZuVv1XoK9y_vdBlNj_o_1RecsqZbJYjVdNqxbBbpZqL_dTcMAhIkMWCl_p8kztD--pDW1kBeIxMGuhHIA6PvOB8=s1600-w400,"Lagos, LA 100001",6FR5J849+C6,Facebook:  https://www.facebook.com/tr/   Twitter:  https://www.Twitter.com/authenticrooft1/    Instagram:  https://www.Instagram.com/authenticrooftiles/ ,"Monday: [8:00 AM – 6:00 AM], Tuesday: [8:00 AM – 6:00 AM], Wednesday: [8:00 AM – 6:00 AM], Thursday: [8:00 AM – 6:00 AM], Friday: [8:00 AM – 6:00 AM], Saturday: [8:00 AM – 6:00 AM], Sunday: [Closed]",https://maps.google.com/?cid=9934755822119963557,6.606031399999999,3.318047,https://search.google.com/local/reviews?placeid=ChIJmfTl7XGROxARpUu0m8hX34k&q=Authentic+Roofing+Company%2C+1+Ogunsolu+Street%2C+Abeokuta+Express+Way%2C+Cement+Bus-Stop%2C+Ikeja%2C+Lagos+Ikeja%2C+Idi+Mangoro+100001%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.3,34,http://www.authenticrooftile.com/,"roofing_contractor, point_of_interest, store, establishment",+234 816 828 6632
0802 358 0150,ChIJm9OCVraNOxARx_zAvZiVm7k,,Crown Tech Roofing Tiles,"Isolo Rd, Igando 102215, Lagos, Nigeria","Isolo Road, Lagos",13374448001657928903,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 102215",6FR5G8JV+5H,,Not Available,https://maps.google.com/?cid=13374448001657928903,6.5303847,3.3439541,https://search.google.com/local/reviews?placeid=ChIJm9OCVraNOxARx_zAvZiVm7k&q=Crown+Tech+Roofing+Tiles%2C+Isolo+Rd%2C+Igando+102215%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://crown-tech-roofing-tiles.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 802 358 0150
0908 204 9172,ChIJFdbnNAybOxARJzxBnTR77bA,,Kareem Roofings,"3 Dele Oguntebi St, Ipaja 102213, Lagos, Nigeria","3 Dele Oguntebi Street, Lagos",12748981586062556199,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 102213",6FR5J7Q3+C7,,Not Available,https://maps.google.com/?cid=12748981586062556199,6.638506799999999,3.2532395,https://search.google.com/local/reviews?placeid=ChIJFdbnNAybOxARJzxBnTR77bA&q=Kareem+Roofings%2C+3+Dele+Oguntebi+St%2C+Ipaja+102213%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://kareem-roofings.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 908 204 9172
(206) 246-7663,ChIJGwca2mZDkFQRpLh0AqnA4UE,info@teklineroofing.com,Tekline Roofing,"635 Industry Dr, Seattle, WA 98188, USA","635 Industry Drive, Seattle",4747287314348423332,https://lh3.googleusercontent.com/places/ANJU3Ds5kZtyem6ZcKfxxeebmjUghRUcYBm0YtSxJlb2eeYeHzUdy4JzqBAqnI0dXGQB2v_nRd18v8wvWtFB8SdiW5IinVRTC9MZ4fo=s1600-w400,"Seattle, WA 98188",84VVFQ32+2P,Facebook:  https://www.facebook.com/teklineroofingseattle/   ,"Monday: [7:00 AM – 4:00 PM], Tuesday: [7:00 AM – 4:00 PM], Wednesday: [7:00 AM – 4:00 PM], Thursday: [7:00 AM – 4:00 PM], Friday: [7:00 AM – 4:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=4747287314348423332,47.452589,-122.248138,https://search.google.com/local/reviews?placeid=ChIJGwca2mZDkFQRpLh0AqnA4UE&q=Tekline+Roofing%2C+635+Industry+Dr%2C+Seattle%2C+WA+98188%2C+USA&authuser=0&hl=en&gl=US,4.8,259,http://teklineroofing.com/,"roofing_contractor, point_of_interest, establishment",+1 206-246-7663
(206) 202-7779,ChIJWylJCIlBkFQRSCUKUXm9xRk,,Vasa Roofing West Seattle,"4025 Delridge Way SW #1, Seattle, WA 98106, USA","4025 Delridge Way Southwest #1, Seattle",1857098750108509512,https://lh3.googleusercontent.com/places/ANJU3DtE-N6qqv0Y2YTM4bQTbVLp7-NDsvLsiztmsOAIw9QFT2tZRK1AdIH0dN7mxkicdQim1vwT2VIL93IvTMXpCYvBCCgh_3xhP5A=s1600-w400,"Seattle, WA 98106",84VVHJ9P+49,Not Available,"Monday: [7:00 AM – 8:00 PM], Tuesday: [7:00 AM – 8:00 PM], Wednesday: [7:00 AM – 8:00 PM], Thursday: [7:00 AM – 8:00 PM], Friday: [7:00 AM – 8:00 PM], Saturday: [7:00 AM – 8:00 PM], Sunday: [7:00 AM – 8:00 PM]",https://maps.google.com/?cid=1857098750108509512,47.5678032,-122.3640598,https://search.google.com/local/reviews?placeid=ChIJWylJCIlBkFQRSCUKUXm9xRk&q=Vasa+Roofing+West+Seattle%2C+4025+Delridge+Way+SW+%231%2C+Seattle%2C+WA+98106%2C+USA&authuser=0&hl=en&gl=US,5,6,,"roofing_contractor, point_of_interest, establishment",+1 206-202-7779
0913 105 6644,ChIJ4U10XlCJOxAR54txcvFQJWU,,Kovarite Roofing LTD Stone Coated Roofing Tiles,"No 1, Coker Market Street, By Odiche Road, Coker Village Shekoni St, Coker 101241, Lagos, Nigeria","No 1, Coker Market Street, By Odiche Road, Coker Village Shekoni Street, Lagos",7288320569906400231,https://lh3.googleusercontent.com/places/ANJU3DviUm0kLSTgekFSbvogYcaYshCl49Z_dSvzVuz58VFr8cj5QbsN-Ne3lfxIO4AzStcCc0kHg__WBkgLfve9bHPs00xccUA2DqM=s1600-w400,"Lagos, LA 101241",6FR5F8FJ+5G,,"Monday: [9:00 AM – 6:00 PM], Tuesday: [9:00 AM – 6:00 PM], Wednesday: [9:00 AM – 6:00 PM], Thursday: [9:00 AM – 6:00 PM], Friday: [9:00 AM – 6:00 PM], Saturday: [10:00 AM – 2:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=7288320569906400231,6.472912,3.331324,https://search.google.com/local/reviews?placeid=ChIJ4U10XlCJOxAR54txcvFQJWU&q=Kovarite+Roofing+LTD+Stone+Coated+Roofing+Tiles%2C+No+1%2C+Coker+Market+Street%2C+By+Odiche+Road%2C+Coker+Village+Shekoni+St%2C+Coker+101241%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.1,69,http://www.kovarite.com/,"roofing_contractor, point_of_interest, store, establishment",+234 913 105 6644
087 858 123,ChIJVVVVVVWMOxARbBNDsObwANY,,ODETECH ROOFING LTD,"GROUND FLOOR, SHOP NO, G42, G57 DOYIN PLAZA, DOYIN BUS-STOP, ORI-ILE, Abule ijesha 101245, Lagos, Nigeria","GROUND FLOOR, SHOP NO, G42, G57 DOYIN PLAZA, DOYIN BUS-STOP, ORI-ILE, Lagos",15420589997706908524,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 101245",,Not Available,Not Available,https://maps.google.com/?cid=15420589997706908524,6.5243793,3.3792057,https://search.google.com/local/reviews?placeid=ChIJVVVVVVWMOxARbBNDsObwANY&q=ODETECH+ROOFING+LTD%2C+GROUND+FLOOR%2C+SHOP+NO%2C+G42%2C+G57+DOYIN+PLAZA%2C+DOYIN+BUS-STOP%2C+ORI-ILE%2C+Abule+ijesha+101245%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,5,1,,"roofing_contractor, point_of_interest, establishment",+234 87 858 123
(360) 794-7164,ChIJc5WDrbAVkFQR9-n1zWqLVbY,,State Roofing,"500 Mercer St #206, Seattle, WA 98109, USA","500 Mercer Street #206, Seattle",13138560778761529847,https://lh3.googleusercontent.com/places/ANJU3Dud71FkxOvvejOVgieIa3p3otcO8pLDiXHqvwoXkuk59PkFL0NOgau5ShmXvQVIFqnWcf1MsYEDzlPdM9ufwnWz4WiTDR6JuUE=s1600-w400,"Seattle, WA 98109",84VVJMG3+25,Facebook:  https://www.facebook.com/pg/   Twitter:  https://www.Twitter.com/stateroofing/    Instagram:  https://www.Instagram.com/stateroofingwa/ YouTube_Channel:  https://www.youtube.com/channel/UCswsyOID_km1XsG2hMEF_mQ/  ,"Monday: [7:30 AM – 6:30 PM], Tuesday: [7:30 AM – 6:30 PM], Wednesday: [7:30 AM – 6:30 PM], Thursday: [7:30 AM – 6:30 PM], Friday: [7:30 AM – 5:00 PM], Saturday: [9:30 AM – 2:30 PM], Sunday: [Closed]",https://maps.google.com/?cid=13138560778761529847,47.6250218,-122.347093,https://search.google.com/local/reviews?placeid=ChIJc5WDrbAVkFQR9-n1zWqLVbY&q=State+Roofing%2C+500+Mercer+St+%23206%2C+Seattle%2C+WA+98109%2C+USA&authuser=0&hl=en&gl=US,4.8,30,http://www.stateroofing.com/?utm_source=yext&utm_medium=directory&utm_campaign=website-link,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 360-794-7164
(425) 495-0326,ChIJmacFPLBqkFQRN9slNW0MJ_g,,"NSC Builders, LLC","815 1st Ave #253, Seattle, WA 98104, USA","815 1st Avenue #253, Seattle",17881274508680485687,https://lh3.googleusercontent.com/places/ANJU3DteASpWTIp-Kd6xeUnKNkyUeOleKZFmGw1YGi6TfNgsdJZqfHf_QPKvMERP4Fa2ANpDOuJo74Vwy_BXHyhCgIRPzTMPXNhtzRQ=s1600-w400,"Seattle, WA 98104",84VVJM37+FH,,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=17881274508680485687,47.6037048,-122.3360765,https://search.google.com/local/reviews?placeid=ChIJmacFPLBqkFQRN9slNW0MJ_g&q=NSC+Builders%2C+LLC%2C+815+1st+Ave+%23253%2C+Seattle%2C+WA+98104%2C+USA&authuser=0&hl=en&gl=US,5,20,https://nscbuilders.com/,"roofing_contractor, general_contractor, point_of_interest, establishment",+1 425-495-0326
0808 440 8542,ChIJ83-e7daROxARfruR2GtS6us,,Real Construction Shelters & Roofings,"55, Abeokuta Express Way, Opposite Saw-mill, Along Cement B/Stop Ikeja, Idi, Mangoro 100001, Lagos, Nigeria","Idi, 55, Abeokuta Express Way, Opposite Saw-mill, Along Cement B/Stop Ikeja, Lagos",16999490366611766142,https://lh3.googleusercontent.com/places/ANJU3DsQGkzLVFp3y2gkGarNyy6MXiYZPJdAINQSkUn1JQUzCkZHolzDfjcvGlhhtnlT9_Jfwpp2Ly97MofBf9giNWMBczckKdNbDho=s1600-w400,"Lagos, LA 100001",6FR5J847+3V,,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [8:00 AM – 6:00 PM], Sunday: [Open 24 hours]",https://maps.google.com/?cid=16999490366611766142,6.6051649,3.3146582,https://search.google.com/local/reviews?placeid=ChIJ83-e7daROxARfruR2GtS6us&q=Real+Construction+Shelters+%26+Roofings%2C+55%2C+Abeokuta+Express+Way%2C+Opposite+Saw-mill%2C+Along+Cement+B%2FStop+Ikeja%2C+Idi%2C+Mangoro+100001%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,5,4,https://real-construction-shelters.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, storage, general_contractor, store, point_of_interest, establishment",+234 808 440 8542
(206) 498-0691,ChIJa02yh8cRkFQRVPS0PZB4Jqg,info@gardner-roofing.com,Robert Gardner Roofing,"2138 N 135th St, Seattle, WA 98133, USA","2138 North 135th Street, Seattle",12116504408392791124,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Seattle, WA 98133",84VVPMG8+RV,Facebook:  https://www.facebook.com/10218668591879777/   ,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=12116504408392791124,47.7270584,-122.3327553,https://search.google.com/local/reviews?placeid=ChIJa02yh8cRkFQRVPS0PZB4Jqg&q=Robert+Gardner+Roofing%2C+2138+N+135th+St%2C+Seattle%2C+WA+98133%2C+USA&authuser=0&hl=en&gl=US,3.8,11,https://gardner-roofing.com/,"roofing_contractor, point_of_interest, establishment",+1 206-498-0691
0803 336 8704,ChIJ-fKluu-XOxARzenL-4a4JBU,,Okponganm Roofings,"BLK 1 FT 10 MILLENUM EST IPAJA, Ipaja, Ikotun 101232, Lagos, Nigeria","BLK 1 FT 10 MILLENUM EST IPAJA, Ipaja, Lagos",1523545463847643597,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 101232",6FR5M7JW+55,,Not Available,https://maps.google.com/?cid=1523545463847643597,6.680410199999999,3.2953796,https://search.google.com/local/reviews?placeid=ChIJ-fKluu-XOxARzenL-4a4JBU&q=Okponganm+Roofings%2C+BLK+1+FT+10+MILLENUM+EST+IPAJA%2C+Ipaja%2C+Ikotun+101232%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://okponganm-roofings.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 803 336 8704
(206) 339-8545,ChIJZyqK2GEUkFQRxhRxhSvrCHw,contact@traderoofing.com,Trade Roofing,"4730 University Way NE Suite 104 PMB 2914, Seattle, WA 98105, USA","4730 University Way Northeast Suite 104 PMB 2914, Seattle",8937652032671651014,https://lh3.googleusercontent.com/places/ANJU3DuCwDuDvfWBzdq5C0hyWRDERs9RWRLDEOBrQhK6BeYqOtzm5HJZ4N4ss_L7S6vIWrYH16JNB_3-7pdMId_P2em2H5WxH_g8CwM=s1600-w400,"Seattle, WA 98105",84VVMM7P+HV,Facebook:  https://www.facebook.com/traderoofing/   Twitter:  https://www.Twitter.com/TradeRoofingLLC/    LinkedIn:  https://www.LinkedIn.com/company/trade-roofing/  ,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=8937652032671651014,47.66395499999999,-122.312758,https://search.google.com/local/reviews?placeid=ChIJZyqK2GEUkFQRxhRxhSvrCHw&q=Trade+Roofing%2C+4730+University+Way+NE+Suite+104+PMB+2914%2C+Seattle%2C+WA+98105%2C+USA&authuser=0&hl=en&gl=US,5,4,https://traderoofing.com/,"roofing_contractor, point_of_interest, establishment",+1 206-339-8545
0703 854 7813,ChIJu9bz2ZSTOxARUklI4W_Hxro,,Hybrid RoofMart,"Apple Zone, 69 Adeyemo Akapo St, Omole Phase 1 101233, Ikeja, Lagos, Nigeria","Apple Zone, 69 Adeyemo Akapo Street, Ikeja",13458663819778214226,https://lh3.googleusercontent.com/places/ANJU3DvT15Ae5HRp7BDS5jDufMUeRVR_0XMu66Qe8uSISMYhWgn1SVcm3NJfj3LMbnZl7Du6SBaxzrAGWBzRgPnYEWY61gnBF55ZJg8=s1600-w400,"Ikeja, LA 101233",6FR5J9M5+JV,Not Available,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Open 24 hours], Sunday: [Open 24 hours]",https://maps.google.com/?cid=13458663819778214226,6.634089299999999,3.3597346,https://search.google.com/local/reviews?placeid=ChIJu9bz2ZSTOxARUklI4W_Hxro&q=Hybrid+RoofMart%2C+Apple+Zone%2C+69+Adeyemo+Akapo+St%2C+Omole+Phase+1+101233%2C+Ikeja%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.9,7,,"roofing_contractor, point_of_interest, establishment",+234 703 854 7813
0907 686 0978,ChIJSW_3602NOxARN5yBxKBVjJE,,Fort Lee Roofing and Gutters,"MMA2 Ikeja, Onike 100001, Lagos, Nigeria","MMA2 Ikeja, Lagos",10487851781218999351,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 100001",6FR5G96M+VM,Not Available,"Monday: [Open 24 hours], Tuesday: [Open 24 hours], Wednesday: [Open 24 hours], Thursday: [Open 24 hours], Friday: [Open 24 hours], Saturday: [Closed], Sunday: [Closed]",https://maps.google.com/?cid=10487851781218999351,6.512177999999998,3.3841871,https://search.google.com/local/reviews?placeid=ChIJSW_3602NOxARN5yBxKBVjJE&q=Fort+Lee+Roofing+and+Gutters%2C+MMA2+Ikeja%2C+Onike+100001%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,,"roofing_contractor, point_of_interest, establishment",+234 907 686 0978
(425) 486-8683,ChIJ9XkeNBIOkFQR03Cm6ReKflo,,ROCK roofing inc.,"17210 Bothell Way NE Suite A, Bothell, WA 98011, USA","17210 Bothell Way Northeast Suite A, Bothell",6520801145787936979,https://lh3.googleusercontent.com/places/ANJU3DuAnu1ZoEr95N3Tw_yJb58CF55dbtbVQ3RJBL_-sjc5LY8KEQsF4h3o8xHqfO19I839WJ7F1o929gzuUS3mzSdYs0HkUgSGk3o=s1600-w400,"Bothell, WA 98011",84VVQQ3Q+68,,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [8:00 AM – 6:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=6520801145787936979,47.7530685,-122.2117172,https://search.google.com/local/reviews?placeid=ChIJ9XkeNBIOkFQR03Cm6ReKflo&q=ROCK+roofing+inc.%2C+17210+Bothell+Way+NE+Suite+A%2C+Bothell%2C+WA+98011%2C+USA&authuser=0&hl=en&gl=US,4.8,34,http://www.rockroofing.com/,"roofing_contractor, point_of_interest, establishment",+1 425-486-8683
0816 150 5357,ChIJJf4vTLT-OxAR7cclfqNPreI,,EDGES STONE COATED ROOF SHEET/TILES,"Suite A21 Ajah shopping mall Ajah Lagos Eti-Osa East local government, Aja 105102, Lekki, Lagos, Nigeria","Suite A21 Ajah shopping mall Ajah Lagos Eti-Osa East local government, Lekki",16333798987157325805,https://lh3.googleusercontent.com/places/ANJU3DsNGBSG6ZtR2VJNrl7-eNqyvdKtxFle5sY4yztYA5WUwNpDgoqH9E9pO-RmOaDX5cuMH5bkZf-xvCK5yacTlhC4dT8BUNrvZxg=s1600-w400,"Lekki, LA 105102",6FR5FH86+QQ,,"Monday: [8:00 AM – 6:00 PM], Tuesday: [8:00 AM – 6:00 PM], Wednesday: [8:00 AM – 6:00 PM], Thursday: [8:00 AM – 6:00 PM], Friday: [8:00 AM – 6:00 PM], Saturday: [8:00 AM – 6:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=16333798987157325805,6.466921699999999,3.5619454,https://search.google.com/local/reviews?placeid=ChIJJf4vTLT-OxAR7cclfqNPreI&q=EDGES+STONE+COATED+ROOF+SHEET%2FTILES%2C+Suite+A21+Ajah+shopping+mall+Ajah+Lagos+Eti-Osa+East+local+government%2C+Aja+105102%2C+Lekki%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,4.4,15,http://edges-stone-coated-roofing-sheettiles.business.site/,"roofing_contractor, store, point_of_interest, establishment",+234 816 150 5357
0814 792 6177,ChIJ9VblSk6ROxARcQ0JzjAnD4c,,Functions aluminium roofing limited,"Mulero St, Orile Agege 102212, Lagos, Nigeria","Mulero Street, Lagos",9732040410339544433,https://lh3.googleusercontent.com/places/ANJU3DvI-HL6x7ntJh-fhZYPwC7MSQ561qT2j-_dz2NXVY9djgmmV60WWQ0_v-Z3-i3KXXnndlNVtIMkIzCqr2lMs0o_BixJ3AsuQA=s1600-w400,"Lagos, LA 102212",6FR5J8G5+76,,"Monday: [6:00 AM – 7:00 PM], Tuesday: [6:00 AM – 7:00 PM], Wednesday: [6:00 AM – 7:00 PM], Thursday: [6:00 AM – 7:00 PM], Friday: [6:00 AM – 7:00 PM], Saturday: [6:00 AM – 7:00 PM], Sunday: [8:30 AM – 6:00 PM]",https://maps.google.com/?cid=9732040410339544433,6.625695299999999,3.308052,https://search.google.com/local/reviews?placeid=ChIJ9VblSk6ROxARcQ0JzjAnD4c&q=Functions+aluminium+roofing+limited%2C+Mulero+St%2C+Orile+Agege+102212%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,https://functions-aluminium-roofing-limited.business.site/?utm_source=gmb&utm_medium=referral,"roofing_contractor, point_of_interest, establishment",+234 814 792 6177
(425) 242-4795,ChIJX-RcMDQNkFQRsXV6ch2GG8g,,NearMe Roofing Company,"12650 120th Ave NE Suite #702, Kirkland, WA 98034, USA","12650 120th Avenue Northeast Suite #702, Kirkland",14419266092989576625,https://lh3.googleusercontent.com/places/ANJU3DuepyY50j-iAdYhkmkYl3xMn1O0jzgT4EGnxdJkJMq869Ms8TIZbtPArVv4A643f0fRXejWABKcg95rFYbz5ol3GQJ5jddwhw=s1600-w400,"Kirkland, WA 98034",84VVPR79+8W,,"Monday: [8:00 AM – 8:00 PM], Tuesday: [8:00 AM – 8:00 PM], Wednesday: [8:00 AM – 8:00 PM], Thursday: [8:00 AM – 8:00 PM], Friday: [8:00 AM – 8:00 PM], Saturday: [Closed], Sunday: [8:00 AM – 8:00 PM]",https://maps.google.com/?cid=14419266092989576625,47.7133207,-122.1801716,https://search.google.com/local/reviews?placeid=ChIJX-RcMDQNkFQRsXV6ch2GG8g&q=NearMe+Roofing+Company%2C+12650+120th+Ave+NE+Suite+%23702%2C+Kirkland%2C+WA+98034%2C+USA&authuser=0&hl=en&gl=US,5,22,https://nearmeroofingcompany.com/kirkland/,"roofing_contractor, point_of_interest, establishment",+1 425-242-4795
,ChIJf7sb05ePOxARaBJpIBpLvb0,,Fort Lee Roofing and Gutters,"63 Wosilatu Dawodu St, ijesha 101282, Lagos, Nigeria","63 Wosilatu Dawodu Street, Lagos",13672166619351683688,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX1mtYL8f3jCPWwGO9yCiCJlbi8LikmuJMew,"Lagos, LA 101282",6FR5F8XP+G3,Not Available,"Monday: [9:00 AM – 5:00 PM], Tuesday: [9:00 AM – 5:00 PM], Wednesday: [9:00 AM – 5:00 PM], Thursday: [9:00 AM – 5:00 PM], Friday: [9:00 AM – 5:00 PM], Saturday: [10:00 AM – 4:00 PM], Sunday: [Closed]",https://maps.google.com/?cid=13672166619351683688,6.498848199999999,3.3352007,https://search.google.com/local/reviews?placeid=ChIJf7sb05ePOxARaBJpIBpLvb0&q=Fort+Lee+Roofing+and+Gutters%2C+63+Wosilatu+Dawodu+St%2C+ijesha+101282%2C+Lagos%2C+Nigeria&authuser=0&hl=en&gl=US,,,,"roofing_contractor, point_of_interest, establishment",
